Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
J1ACA0	J1ACA0_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FF52_19505	Flavobacterium sp. F52	450	Glycosyl hydrolase 1 family
A0A0A0JPW7	A0A0A0JPW7_9MICO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	N803_03235	Knoellia subterranea KCTC 19937	464	Glycosyl hydrolase 1 family
S5U834	S5U834_9BACI	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Anoxybacillus flavithermus subsp. yunnanensis	448	Glycosyl hydrolase 1 family
F3BMW9	F3BMW9_PSEHA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PH505_ca00100	Pseudoalteromonas haloplanktis ANT/505	442	Glycosyl hydrolase 1 family
E0PFZ9	E0PFZ9_STREI	unreviewed	Glycosyl hydrolase, family 1 (EC 3.2.1.21)	bglH2 HMPREF9319_1772	Streptococcus equinus ATCC 700338	486	Glycosyl hydrolase 1 family
E0PDF8	E0PDF8_STREI	unreviewed	Glycosyl hydrolase, family 1 (EC 3.2.1.21)	bglH HMPREF9319_0881	Streptococcus equinus ATCC 700338	472	Glycosyl hydrolase 1 family
F3BJ64	F3BJ64_PSEHA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PH505_as00150	Pseudoalteromonas haloplanktis ANT/505	442	Glycosyl hydrolase 1 family
A0A081MJ60	A0A081MJ60_9RHIZ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GV67_02165	Rhizobium sp. R1-200B4	455	Glycosyl hydrolase 1 family
G5ZW36	G5ZW36_9PROT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HIMB100_00002240	SAR116 cluster alpha proteobacterium HIMB100	443	Glycosyl hydrolase 1 family
A0A081MJA7	A0A081MJA7_9RHIZ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GV67_02415	Rhizobium sp. R1-200B4	442	Glycosyl hydrolase 1 family
A0A067LG20	A0A067LG20_9MICO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	W824_15455	Clavibacter cf. michiganensis LMG 26808	500	Glycosyl hydrolase 1 family
A3YHU8	A3YHU8_9GAMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MED121_11450	Marinomonas sp. MED121	450	Glycosyl hydrolase 1 family
A0A0D6B1Z9	A0A0D6B1Z9_RHOSU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA NHU_01891	Rhodovulum sulfidophilum (Rhodobacter sulfidophilus)	447	Glycosyl hydrolase 1 family
T0IT97	T0IT97_9SPHN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	RLDS_19070	Sphingobium lactosutens DS20	487	Glycosyl hydrolase 1 family
H0TP06	H0TP06_9BRAD	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BRAS3843_2650017	Bradyrhizobium sp. STM 3843	470	Glycosyl hydrolase 1 family
D3D8N8	D3D8N8_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FrEUN1fDRAFT_6160	Frankia sp. EUN1f	494	Glycosyl hydrolase 1 family
E3CIV2	E3CIV2_STRDO	unreviewed	Glycosyl hydrolase, family 1 (EC 3.2.1.21) (EC 3.2.1.86)	bglH HMPREF9176_1655	Streptococcus downei F0415	487	Glycosyl hydrolase 1 family
H0TI04	H0TI04_9BRAD	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BRAS3843_1580013	Bradyrhizobium sp. STM 3843	488	Glycosyl hydrolase 1 family
A0A0D8KD33	A0A0D8KD33_9RHIZ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	RS75_14835	Rhizobium nepotum 39/7	459	Glycosyl hydrolase 1 family
A0A0E8Y4M3	A0A0E8Y4M3_MYCAB	unreviewed	Beta-glucosidase A (EC 3.2.1.21)	bglA ERS075618_00715	Mycobacterium abscessus	461	Glycosyl hydrolase 1 family
D2EH44	D2EH44_PEDAC	unreviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.21) (EC 3.2.1.86)	bglH HMPREF9024_00106	Pediococcus acidilactici 7_4	469	Glycosyl hydrolase 1 family
A0A0C1BUB6	A0A0C1BUB6_9MICC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	ANMWB30_32110	Arthrobacter sp. MWB30	477	Glycosyl hydrolase 1 family
X8ITU6	X8ITU6_9STRE	unreviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.21) (EC 3.2.1.86)	bglH HMPREF1517_1328	Streptococcus sp. ACS2	478	Glycosyl hydrolase 1 family
A0A086GLW0	A0A086GLW0_STRSC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IQ62_36425	Streptomyces scabiei	480	Glycosyl hydrolase 1 family
A0A086GRE0	A0A086GRE0_STRSC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IQ62_27975	Streptomyces scabiei	440	Glycosyl hydrolase 1 family
C7IQT1	C7IQT1_THEET	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TeCCSD1DRAFT_0641	Thermoanaerobacter ethanolicus CCSD1	446	Glycosyl hydrolase 1 family
A0A0D7X402	A0A0D7X402_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	QD47_08055	Paenibacillus terrae	448	Glycosyl hydrolase 1 family
A0A0D7X839	A0A0D7X839_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	QD47_01775	Paenibacillus terrae	448	Glycosyl hydrolase 1 family
S9RDB0	S9RDB0_9RHOB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Salmuc_00743	Salipiger mucosus DSM 16094	440	Glycosyl hydrolase 1 family
F9HL45	F9HL45_STRMT	unreviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.21) (EC 3.2.1.86)	bglH HMPREF9957_0475	Streptococcus mitis SK1080	471	Glycosyl hydrolase 1 family
N0DY37	N0DY37_9MICO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA BN10_130066	Tetrasphaera elongata Lp2	456	Glycosyl hydrolase 1 family
A0A0F5R775	A0A0F5R775_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VE23_14955	Paenibacillus sp. D9	448	Glycosyl hydrolase 1 family
U6SRQ3	U6SRQ3_9BACI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	A33I_10325	Bacillus marmarensis DSM 21297	447	Glycosyl hydrolase 1 family
C0FVV0	C0FVV0_9FIRM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	ROSEINA2194_02875	Roseburia inulinivorans DSM 16841	537	Glycosyl hydrolase 1 family
T0HTG3	T0HTG3_9SPHN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	L284_12250	Novosphingobium lindaniclasticum LE124	489	Glycosyl hydrolase 1 family
I3AIN0	I3AIN0_SERPL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Q5A_12326	Serratia plymuthica PRI-2C	467	Glycosyl hydrolase 1 family
B5GET9	B5GET9_STRSH	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SSBG_02927	Streptomyces sp. (strain SPB74)	493	Glycosyl hydrolase 1 family
J2LTU4	J2LTU4_KLEPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	UUU_21270	Klebsiella pneumoniae subsp. pneumoniae DSM 30104	473	Glycosyl hydrolase 1 family
J5MQG5	J5MQG5_9RHIZ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	RCCGE510_16959	Rhizobium sp. CCGE 510	457	Glycosyl hydrolase 1 family
A0A085IFG4	A0A085IFG4_RAOPL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GRPL_03227	Raoultella planticola ATCC 33531	456	Glycosyl hydrolase 1 family
A0A085I3Q9	A0A085I3Q9_RAOPL	unreviewed	Beta-glucosidase/6-phospho-beta-glucosidase (EC 3.2.1.-) (EC 3.2.1.21) (EC 3.2.1.86)	bglC GRPL_04809	Raoultella planticola ATCC 33531	474	Glycosyl hydrolase 1 family
A0A0D1A4S8	A0A0D1A4S8_9MICC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TV39_17410	Arthrobacter sp. SPG23	499	Glycosyl hydrolase 1 family
A0A0D1A767	A0A0D1A767_9MICC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TV39_15410	Arthrobacter sp. SPG23	475	Glycosyl hydrolase 1 family
A0A0D1C9J4	A0A0D1C9J4_9MICC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TV39_00065	Arthrobacter sp. SPG23	489	Glycosyl hydrolase 1 family
B5GF53	B5GF53_STRSH	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SSBG_02964	Streptomyces sp. (strain SPB74)	454	Glycosyl hydrolase 1 family
A5KVQ8	A5KVQ8_VIBBS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VSWAT3_17593	Vibrionales bacterium (strain SWAT-3)	449	Glycosyl hydrolase 1 family
K6YVQ1	K6YVQ1_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA GLIP_2688	Aliiglaciecola lipolytica E3	446	Glycosyl hydrolase 1 family
J7KFN3	J7KFN3_9FIRM	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Caldicellulosiruptor sp. enrichment culture clone YTY-70	452	Glycosyl hydrolase 1 family
F1JZ12	F1JZ12_9SPHN	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Sphingomonas sp. 2F2	447	Glycosyl hydrolase 1 family
K2GR21	K2GR21_9RHOB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	OCGS_0746	Oceaniovalibus guishaninsula JLT2003	446	Glycosyl hydrolase 1 family
A0A0B7G574	A0A0B7G574_KLEVA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglC KVR801_160006	Klebsiella variicola	456	Glycosyl hydrolase 1 family
A0A0C7KXK1	A0A0C7KXK1_KLEVA	unreviewed	Genome assembly 8917 (EC 3.2.1.21)	KV8917_350074	Klebsiella variicola	421	Glycosyl hydrolase 1 family
A0A0C7KRG8	A0A0C7KRG8_KLEVA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglC KV8917_280295	Klebsiella variicola	456	Glycosyl hydrolase 1 family
C4RCW7	C4RCW7_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MCAG_02258	Micromonospora sp. ATCC 39149	459	Glycosyl hydrolase 1 family
F7NRC1	F7NRC1_9GAMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Rhein_0177	Rheinheimera sp. A13L	442	Glycosyl hydrolase 1 family
C4RJD4	C4RJD4_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MCAG_00986	Micromonospora sp. ATCC 39149	477	Glycosyl hydrolase 1 family
I4WC45	I4WC45_9GAMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	UUA_16123	Rhodanobacter thiooxydans LCS2	453	Glycosyl hydrolase 1 family
A0A085TXE9	A0A085TXE9_9RHOB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	DW2_08202	Thioclava sp. 13D2W-2	441	Glycosyl hydrolase 1 family
C4REG4	C4REG4_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MCAG_04535	Micromonospora sp. ATCC 39149	477	Glycosyl hydrolase 1 family
A0A099XYQ1	A0A099XYQ1_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PHEL85_0156	Polaribacter sp. Hel1_85	462	Glycosyl hydrolase 1 family
A0A087AD30	A0A087AD30_9BIFI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BCAL_0286	Bifidobacterium callitrichos DSM 23973	462	Glycosyl hydrolase 1 family
V9HHQ1	V9HHQ1_9CLOT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CSBG_02759	Clostridium sp. 7_2_43FAA	468	Glycosyl hydrolase 1 family
A0A074JPD3	A0A074JPD3_9PROT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SMB34_03395	Thalassospira permensis NBRC 106175	468	Glycosyl hydrolase 1 family
J0KUK3	J0KUK3_RHILT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Rleg4DRAFT_3027	Rhizobium leguminosarum bv. trifolii WSM2297	457	Glycosyl hydrolase 1 family
K2N268	K2N268_9RHIZ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	NA8A_15081	Nitratireductor indicus C115	446	Glycosyl hydrolase 1 family
Q53EH2	Q53EH2_CLOCL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA	Clostridium cellulovorans	445	Glycosyl hydrolase 1 family
A0A0D6VK56	A0A0D6VK56_STRGR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BF14_0369	Streptomyces griseus	471	Glycosyl hydrolase 1 family
A0A0D6V8N6	A0A0D6V8N6_STRGR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BF14_2112	Streptomyces griseus	485	Glycosyl hydrolase 1 family
A0A0D6VJ04	A0A0D6VJ04_STRGR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BF14_0591	Streptomyces griseus	453	Glycosyl hydrolase 1 family
R4G036	R4G036_9BACI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	KN10_0750	Anoxybacillus flavithermus NBRC 109594	448	Glycosyl hydrolase 1 family
W7SV29	W7SV29_9PSEU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	KUTG_05122	Kutzneria sp. 744	437	Glycosyl hydrolase 1 family
W7TCZ5	W7TCZ5_9PSEU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	KUTG_08270	Kutzneria sp. 744	466	Glycosyl hydrolase 1 family
S9SHG7	S9SHG7_PHAFV	unreviewed	Beta-glucosidase (EC 3.2.1.21)	K678_00515	Phaeospirillum fulvum MGU-K5	465	Glycosyl hydrolase 1 family
A0A0D6VAY7	A0A0D6VAY7_STRGR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BF14_1780	Streptomyces griseus	498	Glycosyl hydrolase 1 family
W7TGA6	W7TGA6_9PSEU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	KUTG_09540	Kutzneria sp. 744	450	Glycosyl hydrolase 1 family
A0A0D6UP56	A0A0D6UP56_STRGR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BF14_5420	Streptomyces griseus	476	Glycosyl hydrolase 1 family
W1E308	W1E308_KLEPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae IS46	98	Glycosyl hydrolase 1 family
W1E5P8	W1E5P8_KLEPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae IS46	466	Glycosyl hydrolase 1 family
W1E6M2	W1E6M2_KLEPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae IS46	473	Glycosyl hydrolase 1 family
W1E580	W1E580_KLEPN	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Klebsiella pneumoniae IS46	379	Glycosyl hydrolase 1 family
A0A0B7LV50	A0A0B7LV50_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS019718_00904	Streptococcus pneumoniae	245	Glycosyl hydrolase 1 family
A0A0E8P409	A0A0E8P409_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH_1 ERS019689_01031	Streptococcus pneumoniae	296	Glycosyl hydrolase 1 family
A0A0E8T1D3	A0A0E8T1D3_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS020521_00714	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0E8T4E1	A0A0E8T4E1_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS020521_01698	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E7P738	A0A0E7P738_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH_1 ERS096078_00669	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E7N7P1	A0A0E7N7P1_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS096210_00133	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0E8TAC1	A0A0E8TAC1_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH_2 ERS020526_02277	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E7N2V9	A0A0E7N2V9_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS096078_00154	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0E8ZF40	A0A0E8ZF40_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS069350_01052	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E8P693	A0A0E8P693_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS020326_00232	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0F7YKW1	A0A0F7YKW1_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Beta-glucosidase (EC 3.2.1.21) A66_01814	Streptococcus pneumoniae	469	Glycosyl hydrolase 1 family
A0A0B7LG51	A0A0B7LG51_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS019717_01893	Streptococcus pneumoniae	447	Glycosyl hydrolase 1 family
A0A0E8JBU5	A0A0E8JBU5_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS043936_01554	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E8HZQ1	A0A0E8HZQ1_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH_1 ERS019239_01253	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E7V867	A0A0E7V867_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS096079_00188	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0B7LZ43	A0A0B7LZ43_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS019719_00018	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0B7M4S8	A0A0B7M4S8_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS019720_01968	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E8HG30	A0A0E8HG30_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS043936_00418	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0E8SYI1	A0A0E8SYI1_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH ERS020539_01826	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0D6J4L5	A0A0D6J4L5_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS445053_00226	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
I1AVY5	I1AVY5_9RHOB	unreviewed	Beta-glucosidase (EC 3.2.1.21)	C357_12499	Citreicella sp. 357	442	Glycosyl hydrolase 1 family
W6LTU9	W6LTU9_9GAMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA BN874_290022	Candidatus Contendobacter odensis Run_B_J11	455	Glycosyl hydrolase 1 family
A0A086Z2F7	A0A086Z2F7_9BIFI	unreviewed	Glycoside hydrolase family protein (EC 3.2.1.21)	BACT_1414	Bifidobacterium actinocoloniiforme DSM 22766	414	Glycosyl hydrolase 1 family
F9EGJ8	F9EGJ8_9ACTO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglH HMPREF9062_1570	Actinomyces sp. oral taxon 448 str. F0400	475	Glycosyl hydrolase 1 family
A0A098LEE1	A0A098LEE1_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MYP_2015	Sporocytophaga myxococcoides	445	Glycosyl hydrolase 1 family
G4HKQ4	G4HKQ4_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PaelaDRAFT_4565	Paenibacillus lactis 154	450	Glycosyl hydrolase 1 family
E7RC93	E7RC93_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GPDM_00275	Planococcus donghaensis MPA1U2	449	Glycosyl hydrolase 1 family
A0A0B2BNX5	A0A0B2BNX5_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	LK11_06245	Mumia flava	445	Glycosyl hydrolase 1 family
J4XRR1	J4XRR1_9FIRM	unreviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.21) (EC 3.2.1.86)	bglH HMPREF1148_1781	Selenomonas sp. FOBRC6	475	Glycosyl hydrolase 1 family
A0A085GLV6	A0A085GLV6_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.-) (EC 3.2.1.21) (EC 3.2.1.86)	GBAG_0231	Buttiauxella agrestis ATCC 33320	462	Glycosyl hydrolase 1 family
A0A085G494	A0A085G494_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.-) (EC 3.2.1.21) (EC 3.2.1.86)	GBAG_3315	Buttiauxella agrestis ATCC 33320	475	Glycosyl hydrolase 1 family
E2NPA7	E2NPA7_9FIRM	unreviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.21) (EC 3.2.1.86)	bglH CATMIT_00398	Catenibacterium mitsuokai DSM 15897	468	Glycosyl hydrolase 1 family
A0A085GCD2	A0A085GCD2_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.-) (EC 3.2.1.21) (EC 3.2.1.86)	GBAG_2157	Buttiauxella agrestis ATCC 33320	463	Glycosyl hydrolase 1 family
A0A0A1RS35	A0A0A1RS35_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Citrobacter sp. CIP 55.13	460	Glycosyl hydrolase 1 family
K8C0I1	K8C0I1_9ENTR	unreviewed	Beta-glucosidase 6-phospho-beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	BN132_3703	Siccibacter turicensis 564	490	Glycosyl hydrolase 1 family
A6DUB8	A6DUB8_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	LNTAR_03929	Lentisphaera araneosa HTCC2155	456	Glycosyl hydrolase 1 family
K8BAR2	K8BAR2_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN132_1626	Siccibacter turicensis 564	475	Glycosyl hydrolase 1 family
A0A087K4Q9	A0A087K4Q9_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IX27_22915	Streptomyces sp. JS01	475	Glycosyl hydrolase 1 family
I0R7E1	I0R7E1_9FIRM	unreviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.21) (EC 3.2.1.86)	bglH HMPREF9970_2252	Lachnoanaerobaculum saburreum F0468	481	Glycosyl hydrolase 1 family
A0A098M8A7	A0A098M8A7_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PWYN_04875	Paenibacillus wynnii	451	Glycosyl hydrolase 1 family
A0A087KGB8	A0A087KGB8_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IX27_10445	Streptomyces sp. JS01	471	Glycosyl hydrolase 1 family
K8BQP1	K8BQP1_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN132_323	Siccibacter turicensis 564	461	Glycosyl hydrolase 1 family
A6DLV2	A6DLV2_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	LNTAR_21090	Lentisphaera araneosa HTCC2155	461	Glycosyl hydrolase 1 family
A0A087K759	A0A087K759_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IX27_20315	Streptomyces sp. JS01	453	Glycosyl hydrolase 1 family
K2Q1B7	K2Q1B7_9RHIZ	unreviewed	Beta-glucosidase (EC 3.2.1.21)	QWE_14952	Agrobacterium albertimagni AOL15	457	Glycosyl hydrolase 1 family
A6DGU2	A6DGU2_9BACT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	LNTAR_23504	Lentisphaera araneosa HTCC2155	462	Glycosyl hydrolase 1 family
A0A0A0J974	A0A0A0J974_9MICO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	N802_07785	Knoellia sinensis KCTC 19936	455	Glycosyl hydrolase 1 family
A0A087KCY5	A0A087KCY5_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IX27_04210	Streptomyces sp. JS01	476	Glycosyl hydrolase 1 family
R7RUN9	R7RUN9_9CLOT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TCEL_02236	Thermobrachium celere DSM 8682	448	Glycosyl hydrolase 1 family
A0A087K8X1	A0A087K8X1_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IX27_15820	Streptomyces sp. JS01	485	Glycosyl hydrolase 1 family
A0A0B3XR14	A0A0B3XR14_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	RJ41_12455	Alteromonas marina	445	Glycosyl hydrolase 1 family
A0A0B3Y5K1	A0A0B3Y5K1_9ALTE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	RJ41_13550	Alteromonas marina	452	Glycosyl hydrolase 1 family
A0A074LMB2	A0A074LMB2_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	EL26_19450	Tumebacillus flagellatus	443	Glycosyl hydrolase 1 family
G5IC88	G5IC88_9CLOT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF9473_01071	Hungatella hathewayi WAL-18680	451	Glycosyl hydrolase 1 family
S2YRW1	S2YRW1_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF1211_05065	Streptomyces sp. HGB0020	479	Glycosyl hydrolase 1 family
S2YRJ9	S2YRJ9_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF1211_01315	Streptomyces sp. HGB0020	479	Glycosyl hydrolase 1 family
A0A098UBW7	A0A098UBW7_9BURK	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IA69_17800	Massilia sp. JS1662	446	Glycosyl hydrolase 1 family
G5I9K8	G5I9K8_9CLOT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF9473_00198	Hungatella hathewayi WAL-18680	448	Glycosyl hydrolase 1 family
S2YBY3	S2YBY3_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF1211_05430	Streptomyces sp. HGB0020	440	Glycosyl hydrolase 1 family
Q45FX7	Q45FX7_9GAMM	unreviewed	Beta-glucosidase (Fragment)	bgl	Shewanella sp. G5	285	Glycosyl hydrolase 1 family
G5IHC4	G5IHC4_9CLOT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF9473_02902	Hungatella hathewayi WAL-18680	461	Glycosyl hydrolase 1 family
J0N0T0	J0N0T0_9CLOT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF1141_0139	Clostridium sp. MSTE9	441	Glycosyl hydrolase 1 family
A0A098UII0	A0A098UII0_9BURK	unreviewed	Beta-glucosidase (EC 3.2.1.21)	IA69_03400	Massilia sp. JS1662	432	Glycosyl hydrolase 1 family
S2YZB7	S2YZB7_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	HMPREF1211_01638	Streptomyces sp. HGB0020	465	Glycosyl hydrolase 1 family
